cycle,id,states.abbrev,start_date,end_date,sample_size,pollsters.name,population,nationwide,tracking,partisan,date_added
2012,30802,ME,11/1/12,11/3/12,905,Maine People's Resource Center,lv,0,,,11/6/12
2012,30775,MI,11/1/12,11/3/12,502,Angus Reid,lv,0,,,11/5/12
2012,30678,PA,11/1/12,11/3/12,430,Muhlenberg,lv,0,,,11/4/12
2012,30688,IN,10/31/12,11/3/12,768,YouGov,lv,0,,,11/4/12
2012,30704,WI,10/31/12,11/3/12,1225,YouGov,lv,0,,,11/4/12
2012,30685,AZ,10/31/12,11/3/12,702,YouGov,lv,0,,,11/4/12
2012,30694,NY,10/31/12,11/3/12,1430,YouGov,lv,0,,,11/4/12
2012,30689,MO,10/31/12,11/3/12,779,YouGov,lv,0,,,11/4/12
2012,30692,WA,10/31/12,11/3/12,837,YouGov,lv,0,,,11/4/12
2012,30708,VA,10/31/12,11/3/12,1497,YouGov,lv,0,,,11/4/12
2012,30705,OH,10/31/12,11/3/12,1620,YouGov,lv,0,,,11/4/12
2012,30690,TN,10/31/12,11/3/12,697,YouGov,lv,0,,,11/4/12
2012,30706,NV,10/31/12,11/3/12,732,YouGov,lv,0,,,11/4/12
2012,30702,CT,10/31/12,11/3/12,895,YouGov,lv,0,,,11/4/12
2012,30699,MD,10/31/12,11/3/12,705,YouGov,lv,0,,,11/4/12
2012,30698,MI,10/31/12,11/3/12,1091,YouGov,lv,0,,,11/4/12
2012,30700,MA,10/31/12,11/3/12,811,YouGov,lv,0,,,11/4/12
2012,30696,NJ,10/31/12,11/3/12,987,YouGov,lv,0,,,11/4/12
2012,30695,NM,10/31/12,11/3/12,650,YouGov,lv,0,,,11/4/12
2012,30691,TX,10/31/12,11/3/12,1563,YouGov,lv,0,,,11/4/12
2012,30740,MA,10/31/12,11/3/12,800,U. Mass.,lv,0,,,11/5/12
2012,30711,FL,10/31/12,11/3/12,1621,YouGov,lv,0,,,11/4/12
2012,30703,CA,10/31/12,11/3/12,1575,YouGov,lv,0,,,11/4/12
2012,30693,PA,10/31/12,11/3/12,1273,YouGov,lv,0,,,11/4/12
2012,30697,MN,10/31/12,11/3/12,790,YouGov,lv,0,,,11/4/12
2012,30736,MO,10/28/12,11/3/12,589,SurveyUSA,lv,0,,,11/5/12
2012,30679,MI,11/2/12,11/2/12,1913,Baydoun Cousulting,lv,0,,,11/4/12
2012,30747,VA,11/1/12,11/2/12,1508,NBC/Marist,rv,0,,,11/5/12
2012,30623,CT,11/1/12,11/2/12,1220,PPP,lv,0,,,11/3/12
2012,30620,ME,11/1/12,11/2/12,1633,PPP,lv,0,,,11/3/12
2012,30624,MA,11/1/12,11/2/12,1089,PPP,lv,0,,,11/3/12
2012,30746,VA,11/1/12,11/2/12,1165,NBC/Marist,lv,0,,,11/5/12
2012,30602,FL,10/31/12,11/2/12,1319,Ipsos (online),rv,0,1,,11/2/12
2012,30599,OH,10/31/12,11/2/12,1012,Ipsos (online),lv,0,1,,11/2/12
2012,30600,OH,10/31/12,11/2/12,1313,Ipsos (online),rv,0,1,,11/2/12
2012,30597,VA,10/31/12,11/2/12,1065,Ipsos (online),lv,0,1,,11/2/12
2012,30598,VA,10/31/12,11/2/12,1197,Ipsos (online),rv,0,1,,11/2/12
2012,30601,FL,10/31/12,11/2/12,985,Ipsos (online),lv,0,1,,11/2/12
2012,30673,OH,10/24/12,11/2/12,1501,Columbus Dispatch,lv,0,,,11/4/12
2012,30581,NE,11/1/12,11/1/12,1178,We Ask America,lv,0,,,11/2/12
2012,30611,IN,11/1/12,11/1/12,600,Rasmussen (Pulse Opinion Research),lv,0,,,11/2/12
2012,30588,OH,11/1/12,11/1/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,11/2/12
2012,30619,IN,10/31/12,11/1/12,600,McLaughlin,lv,0,,R,11/2/12
2012,30595,MI,10/31/12,11/1/12,500,PPP,lv,0,,,11/2/12
2012,30627,OH,10/31/12,11/1/12,1253,NBC/Marist,lv,0,,,11/3/12
2012,30587,MA,10/31/12,11/1/12,761,Kimball Political Consulting,lv,0,,,11/2/12
2012,30628,OH,10/31/12,11/1/12,1253,NBC/Marist,rv,0,,,11/3/12
2012,30568,OH,10/30/12,11/1/12,1217,Ipsos (online),rv,0,1,,11/1/12
2012,30629,FL,10/30/12,11/1/12,1545,NBC/Marist,lv,0,1,,11/3/12
2012,30630,FL,10/30/12,11/1/12,1973,NBC/Marist,rv,0,,,11/3/12
2012,30565,VA,10/30/12,11/1/12,963,Ipsos (online),rv,0,1,,11/1/12
2012,30566,VA,10/30/12,11/1/12,792,Ipsos (online),lv,0,1,,11/1/12
2012,30569,FL,10/30/12,11/1/12,897,Ipsos (online),lv,0,1,,11/1/12
2012,30625,FL,10/30/12,11/1/12,800,Mason-Dixon,lv,0,,,11/3/12
2012,30570,FL,10/30/12,11/1/12,1209,Ipsos (online),rv,0,1,,11/1/12
2012,30567,OH,10/30/12,11/1/12,936,Ipsos (online),lv,0,1,,11/1/12
2012,30618,UT,10/26/12,11/1/12,870,Dan Jones,lv,0,,,11/2/12
2012,30556,WI,10/30/12,10/31/12,1074,Wenzel Strategies,lv,0,,,11/1/12
2012,30669,ME,10/30/12,10/31/12,613,Critical Insights,lv,0,,,11/4/12
2012,30557,OH,10/30/12,10/31/12,1281,Wenzel Strategies,lv,0,,,11/1/12
2012,30517,VA,10/29/12,10/31/12,703,Ipsos (online),lv,0,1,,11/1/12
2012,30522,VA,10/29/12,10/31/12,855,Ipsos (online),rv,0,1,,11/1/12
2012,30516,FL,10/29/12,10/31/12,716,Ipsos (online),lv,0,1,,11/1/12
2012,30523,FL,10/29/12,10/31/12,963,Ipsos (online),rv,0,1,,11/1/12
2012,30515,OH,10/29/12,10/31/12,885,Ipsos (online),lv,0,1,,11/1/12
2012,30631,PA,10/29/12,10/31/12,800,Susquehanna,lv,0,,,11/3/12
2012,30524,OH,10/29/12,10/31/12,985,Ipsos (online),rv,0,1,,11/1/12
2012,30561,WA,10/18/12,10/31/12,632,U. Washington,lv,0,,,11/1/12
2012,30562,WA,10/18/12,10/31/12,722,U. Washington,rv,0,,,11/1/12
2012,30499,FL,10/30/12,10/30/12,549,Gravis Marketing,lv,0,,,10/31/12
2012,30648,PA,10/30/12,10/30/12,1000,Pulse Opinion Research,lv,0,,,11/3/12
2012,30512,MO,10/30/12,10/30/12,1217,We Ask America,lv,0,,,10/31/12
2012,30646,VA,10/30/12,10/30/12,1000,Pulse Opinion Research,lv,0,,,11/3/12
2012,30519,IN,10/29/12,10/30/12,600,McLaughlin,lv,0,,R,11/1/12
2012,30820,WI,10/28/12,10/30/12,800,Feldman Group,lv,0,,D,11/9/12
2012,30585,IN,10/28/12,10/30/12,800,Howey/DePauw,lv,0,,,11/2/12
2012,30821,IN,10/28/12,10/30/12,600,Global Strategy Group,lv,0,,D,11/9/12
2012,30498,OH,10/25/12,10/30/12,1182,U. of Cincinnati/Ohio Poll,lv,0,,,10/31/12
2012,30638,CA,10/17/12,10/30/12,1566,Field Poll,lv,0,,,11/3/12
2012,30641,FL,10/29/12,10/29/12,1000,Pulse Opinion Research,lv,0,,,11/3/12
2012,30536,WI,10/29/12,10/29/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,11/1/12
2012,30644,WI,10/29/12,10/29/12,1000,Pulse Opinion Research,lv,0,,,11/3/12
2012,30580,MT,10/29/12,10/29/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,11/2/12
2012,30642,OH,10/29/12,10/29/12,1000,Pulse Opinion Research,lv,0,,,11/3/12
2012,30534,WI,10/28/12,10/29/12,1065,NBC/Marist,lv,0,,,11/1/12
2012,30535,WI,10/28/12,10/29/12,1332,NBC/Marist,rv,0,,,11/1/12
2012,30470,MI,10/27/12,10/29/12,600,Detroit News,lv,0,,,10/31/12
2012,30812,MT,10/27/12,10/29/12,807,Garin Hart Yang,lv,0,,,11/9/12
2012,30506,MI,10/26/12,10/29/12,600,EPIC/MRA,lv,0,,,10/31/12
2012,30460,OH,10/26/12,10/29/12,603,SurveyUSA,lv,0,,,10/30/12
2012,30554,WI,10/25/12,10/29/12,402,St. Norbert,lv,0,,,11/1/12
2012,30492,NV,10/23/12,10/29/12,1212,SurveyUSA,lv,0,,,10/31/12
2012,30521,NE,10/28/12,10/28/12,1168,Gravis Marketing,lv,0,,,11/1/12
2012,30433,NV,10/27/12,10/28/12,500,Grove,lv,0,,,10/29/12
2012,30465,ND,10/26/12,10/28/12,625,Mason-Dixon,lv,0,,,10/30/12
2012,30816,ND,10/26/12,10/28/12,752,Pharos Research Group,lv,0,,,11/9/12
2012,30813,NE,10/26/12,10/28/12,761,Pharos Research Group,lv,0,,,11/9/12
2012,30401,FL,10/26/12,10/28/12,687,PPP,lv,0,,,10/29/12
2012,30442,IN,10/26/12,10/28/12,753,Pharos Research Group,lv,0,,,10/30/12
2012,30452,OH,10/26/12,10/28/12,827,JZ Analytics (online),lv,0,,,10/30/12
2012,30815,OH,10/26/12,10/28/12,765,Pharos Research Group,lv,0,,,11/9/12
2012,30814,IN,10/26/12,10/28/12,753,Pharos Research Group,lv,0,,,11/9/12
2012,30456,VA,10/26/12,10/28/12,827,JZ Analytics (online),lv,0,,,10/30/12
2012,30817,MT,10/26/12,10/28/12,799,Pharos Research Group,lv,0,,,11/9/12
2012,30451,FL,10/26/12,10/28/12,827,JZ Analytics (online),lv,0,,,10/30/12
2012,30399,OH,10/26/12,10/28/12,718,PPP,lv,0,,,10/29/12
2012,30445,MA,10/25/12,10/28/12,600,Suffolk,lv,0,,,10/30/12
2012,30500,WI,10/25/12,10/28/12,1243,Marquette University,lv,0,,,10/31/12
2012,30413,MA,10/24/12,10/28/12,583,U. New Hampshire,lv,0,,,10/29/12
2012,30484,VA,10/23/12,10/28/12,1074,The New York Times/Quinnipiac,lv,0,,,10/31/12
2012,30482,FL,10/23/12,10/28/12,1073,The New York Times/Quinnipiac,lv,0,,,10/31/12
2012,30485,PA,10/23/12,10/28/12,547,Franklin & Marshall,lv,0,,,10/31/12
2012,30486,PA,10/23/12,10/28/12,849,Franklin & Marshall,rv,0,,,10/31/12
2012,30483,OH,10/23/12,10/28/12,1110,The New York Times/Quinnipiac,lv,0,,,10/31/12
2012,30504,CA,10/21/12,10/28/12,2115,M4 Strategies,lv,0,,,10/31/12
2012,30400,OH,10/27/12,10/27/12,730,Gravis Marketing,lv,0,,,10/29/12
2012,30436,FL,10/25/12,10/27/12,595,SurveyUSA,lv,0,,,10/30/12
2012,30488,RI,10/24/12,10/27/12,601,Fleming & Associates,lv,0,,,10/31/12
2012,30475,RI,10/24/12,10/27/12,601,WPRI,lv,0,,,10/31/12
2012,30369,VA,10/26/12,10/26/12,645,Gravis Marketing,lv,0,,,10/27/12
2012,30541,HI,10/26/12,10/26/12,1218,Honolulu Civil Beat,lv,0,,,11/1/12
2012,30831,IN,10/24/12,10/26/12,825,Clarity,lv,0,,D,11/9/12
2012,30481,VA,10/23/12,10/26/12,638,Roanoke College,lv,0,,,10/31/12
2012,30374,VA,10/22/12,10/26/12,1228,The Washington Post,lv,0,,,10/28/12
2012,30363,MO,10/25/12,10/25/12,600,Kiley & Company,lv,0,,D,10/27/12
2012,30328,MA,10/25/12,10/25/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/26/12
2012,30327,FL,10/25/12,10/25/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,10/26/12
2012,30326,WI,10/25/12,10/25/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/26/12
2012,30614,IN,10/24/12,10/25/12,600,McLaughlin,lv,0,,R,11/2/12
2012,30832,IN,10/24/12,10/25/12,446,Anzalone,lv,0,,D,11/9/12
2012,30360,MO,10/23/12,10/25/12,625,Mason-Dixon,lv,0,,,10/27/12
2012,30357,NJ,10/23/12,10/25/12,601,Philadelphia Inquirer,lv,0,,,10/27/12
2012,30386,NM,10/23/12,10/25/12,650,Research & Polling,lv,0,,,10/28/12
2012,30387,NE,10/23/12,10/25/12,800,Wiese Research Associates,rv,0,,,10/28/12
2012,30395,NE,10/23/12,10/25/12,650,Wiese Research Associates,lv,0,,,10/28/12
2012,30384,MN,10/23/12,10/25/12,800,Mason-Dixon,lv,0,,,10/28/12
2012,30356,PA,10/23/12,10/25/12,600,Philadelphia Inquirer,lv,0,,,10/27/12
2012,30372,NY,10/23/12,10/25/12,554,SurveyUSA,lv,0,,,10/27/12
2012,30291,VA,10/24/12,10/24/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,10/25/12
2012,30294,PA,10/24/12,10/24/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/25/12
2012,30314,NV,10/23/12,10/24/12,1042,NBC/Marist,lv,0,,,10/25/12
2012,30315,NV,10/23/12,10/24/12,1253,NBC/Marist,rv,0,,,10/25/12
2012,30355,NM,10/23/12,10/24/12,727,PPP,lv,0,,,10/26/12
2012,30375,FL,10/22/12,10/24/12,625,Mason-Dixon,lv,0,,,10/28/12
2012,30309,VA,10/22/12,10/24/12,832,JZ Analytics (online),lv,0,,,10/25/12
2012,30829,CT,10/22/12,10/24/12,400,Gotham Research Group,lv,0,,D,11/9/12
2012,30334,FL,10/22/12,10/24/12,1001,Susquehanna,lv,0,,,10/26/12
2012,30337,NY,10/22/12,10/24/12,750,Siena,lv,0,,,10/26/12
2012,30273,NV,10/22/12,10/24/12,636,PPP,lv,0,,,10/24/12
2012,30253,OH,10/23/12,10/23/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,10/24/12
2012,30266,NV,10/23/12,10/23/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/24/12
2012,30403,MD,10/20/12,10/23/12,801,Opinion Works,lv,0,,,10/29/12
2012,30383,OH,10/18/12,10/23/12,1015,U. of Cincinnati/Ohio Poll,lv,0,,,10/28/12
2012,30256,MA,10/21/12,10/22/12,516,MassINC Polling Group,lv,0,,,10/24/12
2012,30250,OH,10/20/12,10/22/12,609,SurveyUSA,lv,0,,,10/24/12
2012,30255,CT,10/19/12,10/22/12,1412,Quinnipiac,lv,0,,,10/24/12
2012,30830,CT,10/19/12,10/22/12,800,Hamilton Campaigns,lv,0,,D,11/9/12
2012,30236,CT,10/19/12,10/22/12,575,SurveyUSA,lv,0,,,10/23/12
2012,30414,HI,10/15/12,10/22/12,786,Honolulu Advertiser,lv,0,,,10/29/12
2012,30237,CT,10/21/12,10/21/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/23/12
2012,30235,MN,10/21/12,10/21/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/23/12
2012,30295,AZ,10/21/12,10/21/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/25/12
2012,30279,FL,10/19/12,10/21/12,759,Pharos Research Group,lv,0,,,10/25/12
2012,30417,OH,10/19/12,10/21/12,810,Pharos Research Group,lv,0,,,10/29/12
2012,30280,IN,10/19/12,10/21/12,754,Pharos Research Group,lv,0,,,10/25/12
2012,30281,MT,10/19/12,10/21/12,828,Pharos Research Group,lv,0,,,10/25/12
2012,30186,MO,10/19/12,10/21/12,582,PPP,lv,0,,,10/22/12
2012,30418,NE,10/19/12,10/21/12,783,Pharos Research Group,lv,0,,,10/29/12
2012,30419,ND,10/19/12,10/21/12,807,Pharos Research Group,lv,0,,,10/29/12
2012,30416,PA,10/19/12,10/21/12,760,Pharos Research Group,lv,0,,,10/29/12
2012,30199,OH,10/18/12,10/21/12,600,Suffolk,lv,0,,,10/22/12
2012,30282,NY,10/18/12,10/21/12,565,Marist,lv,0,,,10/25/12
2012,30211,MA,10/18/12,10/21/12,761,Kimball Political Consulting,lv,0,,,10/22/12
2012,30818,AZ,10/17/12,10/21/12,800,Anzalone,lv,0,,D,11/9/12
2012,30203,PA,10/17/12,10/21/12,444,Muhlenberg,lv,0,,,10/22/12
2012,30244,IN,10/17/12,10/21/12,603,Global Strategy Group,lv,0,,D,10/23/12
2012,30373,TN,10/16/12,10/21/12,609,Middle Tennessee State U.,lv,0,,,10/27/12
2012,30299,CA,10/15/12,10/21/12,1440,USC,lv,0,,,10/25/12
2012,30462,TX,10/15/12,10/21/12,540,U. Texas (online),lv,0,,,10/30/12
2012,30207,VA,10/19/12,10/20/12,1000,Wenzel Strategies,lv,0,,,10/22/12
2012,30166,OH,10/18/12,10/20/12,532,PPP,lv,0,,,10/20/12
2012,30184,OH,10/18/12,10/20/12,550,Angus Reid,lv,0,,,10/21/12
2012,30218,PA,10/18/12,10/20/12,559,Angus Reid,lv,0,,,10/22/12
2012,30216,WI,10/18/12,10/20/12,502,Angus Reid,lv,0,,,10/22/12
2012,30208,FL,10/18/12,10/20/12,502,Angus Reid,lv,0,,,10/22/12
2012,30180,MI,10/18/12,10/20/12,551,Angus Reid,lv,0,,,10/21/12
2012,30200,OH,10/17/12,10/20/12,1548,Quinnipiac,lv,0,,,10/22/12
2012,30210,ND,10/16/12,10/19/12,600,Mellman,lv,0,,D,10/22/12
2012,30124,WI,10/18/12,10/18/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/19/12
2012,30122,VA,10/18/12,10/18/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,10/19/12
2012,30123,FL,10/18/12,10/18/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,10/19/12
2012,30174,FL,10/17/12,10/18/12,800,PPP,lv,0,,,10/21/12
2012,30154,NJ,10/17/12,10/18/12,577,SurveyUSA,lv,0,,,10/20/12
2012,30152,FL,10/17/12,10/18/12,600,SurveyUSA,lv,0,,,10/20/12
2012,30224,ND,10/17/12,10/18/12,600,Rasmussen (Pulse Opinion Research),lv,0,,,10/23/12
2012,30220,VA,10/15/12,10/18/12,802,Garin Hart Yang,lv,0,,D,10/22/12
2012,30148,NJ,10/12/12,10/18/12,811,Stockton College,lv,0,,,10/19/12
2012,30126,MO,10/17/12,10/17/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/19/12
2012,30089,OH,10/17/12,10/17/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,10/18/12
2012,30209,OH,10/16/12,10/17/12,600,Public Opinion Strategies,lv,0,,R,10/22/12
2012,30114,WI,10/15/12,10/17/12,1013,NBC/Marist,lv,0,,,10/19/12
2012,30115,WI,10/15/12,10/17/12,1312,NBC/Marist,rv,0,,,10/19/12
2012,30300,CT,10/15/12,10/17/12,625,Mason-Dixon,lv,0,,,10/25/12
2012,30833,MO,10/15/12,10/17/12,603,Harstad,lv,0,,,11/9/12
2012,30276,WI,10/15/12,10/17/12,625,Mason-Dixon,lv,0,,,10/24/12
2012,30132,PA,10/15/12,10/17/12,604,Garin Hart Yang,lv,0,,D,10/19/12
2012,30111,NV,10/15/12,10/17/12,600,Mellman,lv,0,,D,10/18/12
2012,30251,VA,9/19/12,10/17/12,465,Old Dominion,lv,0,,,10/24/12
2012,30078,MT,10/15/12,10/16/12,806,PPP,lv,0,,,10/18/12
2012,30095,VA,10/15/12,10/16/12,733,PPP,lv,0,,,10/18/12
2012,30076,MA,10/15/12,10/16/12,709,PPP,lv,0,,,10/18/12
2012,30117,CT,10/15/12,10/16/12,1015,PPP,lv,0,,,10/19/12
2012,30206,NE,10/14/12,10/16/12,600,Hickman,lv,0,,D,10/22/12
2012,30075,WI,10/14/12,10/16/12,800,Feldman Group,lv,0,,D,10/18/12
2012,30094,CT,10/11/12,10/16/12,574,U. of Conn.,lv,0,,,10/18/12
2012,30096,HI,10/9/12,10/16/12,1200,Voter Consumer Research,lv,0,,R,10/18/12
2012,30108,WA,10/1/12,10/16/12,644,U. Washington,lv,0,,,10/18/12
2012,30109,WA,10/1/12,10/16/12,782,U. Washington,rv,0,,,10/18/12
2012,30214,PA,10/15/12,10/15/12,1000,Pulse Opinion Research,lv,0,,,10/22/12
2012,30222,WI,10/15/12,10/15/12,1000,Pulse Opinion Research,lv,0,,,10/22/12
2012,30212,OH,10/15/12,10/15/12,1000,Pulse Opinion Research,lv,0,,,10/22/12
2012,30066,NV,10/15/12,10/15/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/17/12
2012,30213,VA,10/15/12,10/15/12,1000,Pulse Opinion Research,lv,0,,,10/22/12
2012,30079,OH,10/12/12,10/15/12,613,SurveyUSA,lv,0,,,10/18/12
2012,30157,ND,10/12/12,10/15/12,500,Forum/Essman,lv,0,,,10/20/12
2012,30127,CA,10/11/12,10/15/12,508,Reason/Rupe,lv,0,,,10/19/12
2012,30065,NV,10/11/12,10/15/12,806,SurveyUSA,lv,0,,,10/17/12
2012,30024,MT,10/14/12,10/14/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/16/12
2012,30069,WA,10/14/12,10/14/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/17/12
2012,30018,NJ,10/12/12,10/14/12,1319,Quinnipiac,lv,0,,,10/16/12
2012,30093,MN,10/12/12,10/14/12,550,SurveyUSA,lv,0,,,10/18/12
2012,30008,PA,10/12/12,10/14/12,500,PPP,lv,0,,,10/15/12
2012,30017,PA,10/12/12,10/14/12,1519,Quinnipiac,lv,0,,,10/16/12
2012,30070,WI,10/11/12,10/14/12,870,Marquette University,lv,0,,,10/17/12
2012,30006,PA,10/10/12,10/14/12,438,Muhlenberg,lv,0,,,10/15/12
2012,30068,CT,10/4/12,10/14/12,552,Siena,lv,0,,,10/17/12
2012,30019,MO,10/12/12,10/13/12,1000,Wenzel Strategies,lv,0,,,10/16/12
2012,30252,UT,10/9/12,10/13/12,500,Key Research,lv,0,,,10/24/12
2012,30169,UT,10/8/12,10/13/12,166,Utah State University,lv,0,,,10/20/12
2012,29954,FL,10/11/12,10/11/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,10/12/12
2012,29952,VA,10/11/12,10/11/12,750,Rasmussen (Pulse Opinion Research),lv,0,,,10/12/12
2012,29961,MI,10/11/12,10/11/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/12/12
2012,30007,IN,10/10/12,10/11/12,600,Rasmussen (Pulse Opinion Research),lv,0,,,10/15/12
2012,29941,MA,10/9/12,10/11/12,1051,PPP,lv,0,,,10/11/12
2012,29990,NM,10/9/12,10/11/12,658,Research & Polling,lv,0,,,10/14/12
2012,30819,HI,10/9/12,10/11/12,500,Benenson,lv,0,,,11/9/12
2012,30058,PA,10/4/12,10/11/12,966,YouGov,lv,0,,,10/17/12
2012,30044,NJ,10/4/12,10/11/12,770,YouGov,lv,0,,,10/16/12
2012,30046,CA,10/4/12,10/11/12,1169,YouGov,lv,0,,,10/16/12
2012,30053,IN,10/4/12,10/11/12,495,YouGov,lv,0,,,10/16/12
2012,30055,TN,10/4/12,10/11/12,484,YouGov,lv,0,,,10/16/12
2012,30043,MN,10/4/12,10/11/12,683,YouGov,lv,0,,,10/16/12
2012,30040,VA,10/4/12,10/11/12,743,YouGov,lv,0,,,10/16/12
2012,30049,MA,10/4/12,10/11/12,669,YouGov,lv,0,,,10/16/12
2012,30045,WA,10/4/12,10/11/12,748,YouGov,lv,0,,,10/16/12
2012,30048,MD,10/4/12,10/11/12,498,YouGov,lv,0,,,10/16/12
2012,30036,FL,10/4/12,10/11/12,1244,YouGov,lv,0,,,10/16/12
2012,30050,NY,10/4/12,10/11/12,1142,YouGov,lv,0,,,10/16/12
2012,30038,NV,10/4/12,10/11/12,358,YouGov,lv,0,,,10/16/12
2012,30056,TX,10/4/12,10/11/12,958,YouGov,lv,0,,,10/16/12
2012,30051,AZ,10/4/12,10/11/12,469,YouGov,lv,0,,,10/16/12
2012,30041,WI,10/4/12,10/11/12,639,YouGov,lv,0,,,10/16/12
2012,30054,MO,10/4/12,10/11/12,546,YouGov,lv,0,,,10/16/12
2012,30057,OH,10/4/12,10/11/12,851,YouGov,lv,0,,,10/17/12
2012,30060,MI,10/4/12,10/11/12,895,YouGov,lv,0,,,10/17/12
2012,30042,CT,10/4/12,10/11/12,434,YouGov,lv,1,,,10/16/12
2012,29945,MA,10/10/12,10/10/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/11/12
2012,29917,OH,10/10/12,10/10/12,500,Rasmussen (Pulse Opinion Research),lv,0,,,10/11/12
