poll_id,politician_id,office,matchup,stage,party,nyt_name,pct,last
17205,1536,al-senate-class-ii,6314,general,,Jeff Sessions,66,Sessions
16473,1536,al-senate-class-ii,6314,general,,Jeff Sessions,54,Sessions
24158,1536,al-senate-class-ii,6314,general,,Jeff Sessions,59,Sessions
17124,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,30,Figures
17472,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,32,Figures
17608,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,34,Figures
17698,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,29,Figures
17833,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,36,Figures
16607,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,32,Figures
16921,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,33,Figures
17205,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,31,Figures
16473,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,26,Figures
24158,1537,al-senate-class-ii,6314,general,,Vivian Davis Figures ,37,Figures
25420,1536,al-senate-class-ii,6398,general,,Jeff Sessions,55,Sessions
25509,1536,al-senate-class-ii,6398,general,,Jeff Sessions,45,Sessions
25643,1536,al-senate-class-ii,6398,general,,Jeff Sessions,61,Sessions
25644,1536,al-senate-class-ii,6398,general,,Jeff Sessions,55,Sessions
25420,2097,al-senate-class-ii,6398,general,,Susan Parker,22,Parker
25509,2097,al-senate-class-ii,6398,general,,Susan Parker,33,Parker
25643,2097,al-senate-class-ii,6398,general,,Susan Parker,26,Parker
25644,2097,al-senate-class-ii,6398,general,,Susan Parker,27,Parker
25425,1536,al-senate-class-ii,6400,general,,Jeff Sessions,50,Sessions
25508,1536,al-senate-class-ii,6400,general,,Jeff Sessions,46,Sessions
25425,2097,al-senate-class-ii,6400,general,,Susan Parker,35,Parker
25508,2097,al-senate-class-ii,6400,general,,Susan Parker,38,Parker
25425,2098,al-senate-class-ii,6400,general,,Jeff Allen,2,Allen
25508,2098,al-senate-class-ii,6400,general,,Jeff Allen,2,Allen
8280,1536,al-senate-class-ii,6490,general,,Jeff Sessions,49,Sessions
8785,1536,al-senate-class-ii,6490,general,,Jeff Sessions,41,Sessions
26298,1536,al-senate-class-ii,6490,general,,Jeff Sessions,45,Sessions
26311,1536,al-senate-class-ii,6490,general,,Jeff Sessions,51,Sessions
26312,1536,al-senate-class-ii,6490,general,,Jeff Sessions,45,Sessions
26366,1536,al-senate-class-ii,6490,general,,Jeff Sessions,48,Sessions
26367,1536,al-senate-class-ii,6490,general,,Jeff Sessions,47,Sessions
26368,1536,al-senate-class-ii,6490,general,,Jeff Sessions,46,Sessions
26369,1536,al-senate-class-ii,6490,general,,Jeff Sessions,41,Sessions
26475,1536,al-senate-class-ii,6490,general,,Jeff Sessions,49,Sessions
26476,1536,al-senate-class-ii,6490,general,,Jeff Sessions,45,Sessions
26497,1536,al-senate-class-ii,6490,general,,Jeff Sessions,48,Sessions
26498,1536,al-senate-class-ii,6490,general,,Jeff Sessions,49,Sessions
26499,1536,al-senate-class-ii,6490,general,,Jeff Sessions,35,Sessions
8280,2497,al-senate-class-ii,6490,general,,Roger Bedford,41,Bedford
8785,2497,al-senate-class-ii,6490,general,,Roger Bedford,24,Bedford
26298,2497,al-senate-class-ii,6490,general,,Roger Bedford,42,Bedford
26311,2497,al-senate-class-ii,6490,general,,Roger Bedford,39,Bedford
26312,2497,al-senate-class-ii,6490,general,,Roger Bedford,42,Bedford
26366,2497,al-senate-class-ii,6490,general,,Roger Bedford,44,Bedford
26367,2497,al-senate-class-ii,6490,general,,Roger Bedford,38,Bedford
26368,2497,al-senate-class-ii,6490,general,,Roger Bedford,36,Bedford
26369,2497,al-senate-class-ii,6490,general,,Roger Bedford,31,Bedford
26475,2497,al-senate-class-ii,6490,general,,Roger Bedford,38,Bedford
26476,2497,al-senate-class-ii,6490,general,,Roger Bedford,42,Bedford
26497,2497,al-senate-class-ii,6490,general,,Roger Bedford,32,Bedford
26498,2497,al-senate-class-ii,6490,general,,Roger Bedford,32,Bedford
26499,2497,al-senate-class-ii,6490,general,,Roger Bedford,23,Bedford
27043,2608,al-senate-class-ii,6633,general,,Howell Heflin,49,Heflin
27051,2608,al-senate-class-ii,6633,general,,Howell Heflin,60,Heflin
27052,2608,al-senate-class-ii,6633,general,,Howell Heflin,67,Heflin
27112,2608,al-senate-class-ii,6633,general,,Howell Heflin,60.3,Heflin
27139,2608,al-senate-class-ii,6633,general,,Howell Heflin,56,Heflin
27043,2609,al-senate-class-ii,6633,general,,Bill Cabaniss,23,Cabaniss
27051,2609,al-senate-class-ii,6633,general,,Bill Cabaniss,27,Cabaniss
27052,2609,al-senate-class-ii,6633,general,,Bill Cabaniss,19,Cabaniss
27112,2609,al-senate-class-ii,6633,general,,Bill Cabaniss,34.5,Cabaniss
27139,2609,al-senate-class-ii,6633,general,,Bill Cabaniss,27,Cabaniss
26095,363,al-senate-class-iii,6476,general,,Richard C. Shelby,62,Shelby
26096,363,al-senate-class-iii,6476,general,,Richard C. Shelby,62,Shelby
26261,363,al-senate-class-iii,6476,general,,Richard C. Shelby,61,Shelby
26095,2461,al-senate-class-iii,6476,general,,Clayton Suddith,29,Suddith
26096,2461,al-senate-class-iii,6476,general,,Clayton Suddith,25,Suddith
26261,2461,al-senate-class-iii,6476,general,,Clayton Suddith,24,Suddith
9455,363,al-senate-class-iii,6583,general,,Richard C. Shelby,69,Shelby
9735,363,al-senate-class-iii,6583,general,,Richard C. Shelby,62,Shelby
9853,363,al-senate-class-iii,6583,general,,Richard C. Shelby,61,Shelby
26867,363,al-senate-class-iii,6583,general,,Richard C. Shelby,62,Shelby
9455,2571,al-senate-class-iii,6583,general,,Richard Sellers,18,Sellers
9735,2571,al-senate-class-iii,6583,general,,Richard Sellers,16,Sellers
9853,2571,al-senate-class-iii,6583,general,,Richard Sellers,17,Sellers
26867,2571,al-senate-class-iii,6583,general,,Richard Sellers,18,Sellers
25444,1541,ar-senate-class-ii,6404,general,,Mark Pryor,47,Pryor
25445,1541,ar-senate-class-ii,6404,general,,Mark Pryor,44,Pryor
25446,1541,ar-senate-class-ii,6404,general,,Mark Pryor,45,Pryor
25469,1541,ar-senate-class-ii,6404,general,,Mark Pryor,51,Pryor
25497,1541,ar-senate-class-ii,6404,general,,Mark Pryor,45,Pryor
25498,1541,ar-senate-class-ii,6404,general,,Mark Pryor,42,Pryor
25543,1541,ar-senate-class-ii,6404,general,,Mark Pryor,48,Pryor
25559,1541,ar-senate-class-ii,6404,general,,Mark Pryor,51,Pryor
25560,1541,ar-senate-class-ii,6404,general,,Mark Pryor,48,Pryor
25561,1541,ar-senate-class-ii,6404,general,,Mark Pryor,50,Pryor
25562,1541,ar-senate-class-ii,6404,general,,Mark Pryor,51,Pryor
25636,1541,ar-senate-class-ii,6404,general,,Mark Pryor,44,Pryor
25637,1541,ar-senate-class-ii,6404,general,,Mark Pryor,43,Pryor
25638,1541,ar-senate-class-ii,6404,general,,Mark Pryor,43,Pryor
25639,1541,ar-senate-class-ii,6404,general,,Mark Pryor,41,Pryor
25640,1541,ar-senate-class-ii,6404,general,,Mark Pryor,39,Pryor
25660,1541,ar-senate-class-ii,6404,general,,Mark Pryor,53,Pryor
25661,1541,ar-senate-class-ii,6404,general,,Mark Pryor,53,Pryor
25662,1541,ar-senate-class-ii,6404,general,,Mark Pryor,45,Pryor
25663,1541,ar-senate-class-ii,6404,general,,Mark Pryor,45,Pryor
25664,1541,ar-senate-class-ii,6404,general,,Mark Pryor,43,Pryor
25444,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,41,Hutchinson
25445,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,41,Hutchinson
25446,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,41,Hutchinson
25469,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,43,Hutchinson
25497,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,42,Hutchinson
25498,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,46,Hutchinson
25543,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,40,Hutchinson
25559,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,43,Hutchinson
25560,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,43,Hutchinson
25561,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,40,Hutchinson
25562,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,41,Hutchinson
25636,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,47,Hutchinson
25637,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,51,Hutchinson
25638,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,51,Hutchinson
25639,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,49,Hutchinson
25640,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,47,Hutchinson
25660,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,41,Hutchinson
25661,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,42,Hutchinson
25662,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,45,Hutchinson
25663,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,43,Hutchinson
25664,2100,ar-senate-class-ii,6404,general,,Tim Hutchinson,46,Hutchinson
8196,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,43,Hutchinson
8328,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,44,Hutchinson
8523,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,42,Hutchinson
26330,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,43,Hutchinson
26331,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,40,Hutchinson
26332,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,42,Hutchinson
26449,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,42,Hutchinson
26450,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,41,Hutchinson
26487,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,46,Hutchinson
26488,2100,ar-senate-class-ii,6501,general,,Tim Hutchinson,41,Hutchinson
8196,2498,ar-senate-class-ii,6501,general,,Winston Bryant,45,Bryant
8328,2498,ar-senate-class-ii,6501,general,,Winston Bryant,44,Bryant
8523,2498,ar-senate-class-ii,6501,general,,Winston Bryant,44,Bryant
26330,2498,ar-senate-class-ii,6501,general,,Winston Bryant,40,Bryant
26331,2498,ar-senate-class-ii,6501,general,,Winston Bryant,33,Bryant
26332,2498,ar-senate-class-ii,6501,general,,Winston Bryant,35,Bryant
26449,2498,ar-senate-class-ii,6501,general,,Winston Bryant,46,Bryant
26450,2498,ar-senate-class-ii,6501,general,,Winston Bryant,47,Bryant
26487,2498,ar-senate-class-ii,6501,general,,Winston Bryant,36,Bryant
26488,2498,ar-senate-class-ii,6501,general,,Winston Bryant,35,Bryant
4608,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,66,Lincoln
4505,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,57,Lincoln
4715,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,60,Lincoln
25209,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,60,Lincoln
25274,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,53,Lincoln
25275,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,55,Lincoln
25276,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,57,Lincoln
25277,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,54,Lincoln
25278,379,ar-senate-class-iii,6385,general,,Blanche Lincoln,58,Lincoln
4608,1252,ar-senate-class-iii,6385,general,,Jim Holt,30,Holt
4505,1252,ar-senate-class-iii,6385,general,,Jim Holt,38,Holt
4715,1252,ar-senate-class-iii,6385,general,,Jim Holt,32,Holt
25209,1252,ar-senate-class-iii,6385,general,,Jim Holt,32,Holt
25274,1252,ar-senate-class-iii,6385,general,,Jim Holt,43,Holt
25275,1252,ar-senate-class-iii,6385,general,,Jim Holt,42,Holt
25276,1252,ar-senate-class-iii,6385,general,,Jim Holt,38,Holt
25277,1252,ar-senate-class-iii,6385,general,,Jim Holt,40,Holt
25278,1252,ar-senate-class-iii,6385,general,,Jim Holt,34,Holt
26053,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,56,Lincoln
26097,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,56,Lincoln
26098,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,52,Lincoln
26099,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,52,Lincoln
26100,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,51,Lincoln
26101,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,51,Lincoln
26102,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,46,Lincoln
26186,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,55,Lincoln
26238,379,ar-senate-class-iii,6473,general,,Blanche Lincoln,47,Lincoln
26053,2462,ar-senate-class-iii,6473,general,,Fay Boozman,25,Boozman
26097,2462,ar-senate-class-iii,6473,general,,Fay Boozman,36,Boozman
26098,2462,ar-senate-class-iii,6473,general,,Fay Boozman,39,Boozman
26099,2462,ar-senate-class-iii,6473,general,,Fay Boozman,36,Boozman
26100,2462,ar-senate-class-iii,6473,general,,Fay Boozman,33,Boozman
26101,2462,ar-senate-class-iii,6473,general,,Fay Boozman,29,Boozman
26102,2462,ar-senate-class-iii,6473,general,,Fay Boozman,25,Boozman
26186,2462,ar-senate-class-iii,6473,general,,Fay Boozman,35,Boozman
26238,2462,ar-senate-class-iii,6473,general,,Fay Boozman,39,Boozman
9652,262,ar-senate-class-iii,6603,general,,Dale Bumpers,61,Bumpers
9865,262,ar-senate-class-iii,6603,general,,Dale Bumpers,64,Bumpers
9652,4,ar-senate-class-iii,6603,general,,Mike Huckabee,29,Huckabee
9865,4,ar-senate-class-iii,6603,general,,Mike Huckabee,29,Huckabee
19056,938,az-senate-class-i,6212,general,,Jeff Flake,44,Flake
29507,938,az-senate-class-i,6212,general,,Jeff Flake,44,Flake
29508,938,az-senate-class-i,6212,general,,Jeff Flake,43,Flake
29597,938,az-senate-class-i,6212,general,,Jeff Flake,44,Flake
29596,938,az-senate-class-i,6212,general,,Jeff Flake,47,Flake
29645,938,az-senate-class-i,6212,general,,Jeff Flake,43,Flake
29752,938,az-senate-class-i,6212,general,,Jeff Flake,43,Flake
29872,938,az-senate-class-i,6212,general,,Jeff Flake,49,Flake
29877,938,az-senate-class-i,6212,general,,Jeff Flake,43,Flake
29938,938,az-senate-class-i,6212,general,,Jeff Flake,47,Flake
29978,938,az-senate-class-i,6212,general,,Jeff Flake,40,Flake
30051,938,az-senate-class-i,6212,general,,Jeff Flake,44,Flake
30295,938,az-senate-class-i,6212,general,,Jeff Flake,50,Flake
30682,938,az-senate-class-i,6212,general,,Jeff Flake,51,Flake
30685,938,az-senate-class-i,6212,general,,Jeff Flake,49,Flake
30818,938,az-senate-class-i,6212,general,,Jeff Flake,41,Flake
19056,1070,az-senate-class-i,6212,general,,Richard Carmona,43,Carmona
29507,1070,az-senate-class-i,6212,general,,Richard Carmona,37,Carmona
29508,1070,az-senate-class-i,6212,general,,Richard Carmona,37,Carmona
29597,1070,az-senate-class-i,6212,general,,Richard Carmona,43,Carmona
29596,1070,az-senate-class-i,6212,general,,Richard Carmona,41,Carmona
29645,1070,az-senate-class-i,6212,general,,Richard Carmona,40,Carmona
29752,1070,az-senate-class-i,6212,general,,Richard Carmona,45,Carmona
29872,1070,az-senate-class-i,6212,general,,Richard Carmona,43,Carmona
29877,1070,az-senate-class-i,6212,general,,Richard Carmona,47,Carmona
29938,1070,az-senate-class-i,6212,general,,Richard Carmona,41,Carmona
29978,1070,az-senate-class-i,6212,general,,Richard Carmona,44,Carmona
30051,1070,az-senate-class-i,6212,general,,Richard Carmona,38,Carmona
30295,1070,az-senate-class-i,6212,general,,Richard Carmona,44,Carmona
30682,1070,az-senate-class-i,6212,general,,Richard Carmona,46,Carmona
30685,1070,az-senate-class-i,6212,general,,Richard Carmona,42,Carmona
30818,1070,az-senate-class-i,6212,general,,Richard Carmona,45,Carmona
23950,938,az-senate-class-i,6223,general,,Jeff Flake,43,Flake
23975,938,az-senate-class-i,6223,general,,Jeff Flake,44,Flake
14274,938,az-senate-class-i,6223,general,,Jeff Flake,42,Flake
18697,938,az-senate-class-i,6223,general,,Jeff Flake,38,Flake
18511,938,az-senate-class-i,6223,general,,Jeff Flake,47,Flake
23950,1070,az-senate-class-i,6223,general,,Richard Carmona,39,Carmona
23975,1070,az-senate-class-i,6223,general,,Richard Carmona,40,Carmona
14274,1070,az-senate-class-i,6223,general,,Richard Carmona,29,Carmona
18697,1070,az-senate-class-i,6223,general,,Richard Carmona,38,Carmona
18511,1070,az-senate-class-i,6223,general,,Richard Carmona,31,Carmona
23975,1070,az-senate-class-i,6248,general,,Richard Carmona,40,Carmona
18697,1070,az-senate-class-i,6248,general,,Richard Carmona,38,Carmona
18511,1070,az-senate-class-i,6248,general,,Richard Carmona,37,Carmona
23975,941,az-senate-class-i,6248,general,,Wilford R Cardon,41,Cardon
18697,941,az-senate-class-i,6248,general,,Wilford R Cardon,38,Cardon
18511,941,az-senate-class-i,6248,general,,Wilford R Cardon,40,Cardon
24203,942,az-senate-class-i,6326,general,,Jon Kyl,47,Kyl
24204,942,az-senate-class-i,6326,general,,Jon Kyl,49,Kyl
24205,942,az-senate-class-i,6326,general,,Jon Kyl,46,Kyl
24206,942,az-senate-class-i,6326,general,,Jon Kyl,43,Kyl
24207,942,az-senate-class-i,6326,general,,Jon Kyl,42,Kyl
24208,942,az-senate-class-i,6326,general,,Jon Kyl,50,Kyl
24216,942,az-senate-class-i,6326,general,,Jon Kyl,45,Kyl
24217,942,az-senate-class-i,6326,general,,Jon Kyl,45,Kyl
24218,942,az-senate-class-i,6326,general,,Jon Kyl,40,Kyl
24219,942,az-senate-class-i,6326,general,,Jon Kyl,55,Kyl
24302,942,az-senate-class-i,6326,general,,Jon Kyl,47,Kyl
24325,942,az-senate-class-i,6326,general,,Jon Kyl,49,Kyl
24390,942,az-senate-class-i,6326,general,,Jon Kyl,49,Kyl
24461,942,az-senate-class-i,6326,general,,Jon Kyl,51,Kyl
24462,942,az-senate-class-i,6326,general,,Jon Kyl,50,Kyl
24463,942,az-senate-class-i,6326,general,,Jon Kyl,52,Kyl
24464,942,az-senate-class-i,6326,general,,Jon Kyl,53,Kyl
24465,942,az-senate-class-i,6326,general,,Jon Kyl,52,Kyl
24466,942,az-senate-class-i,6326,general,,Jon Kyl,51,Kyl
24467,942,az-senate-class-i,6326,general,,Jon Kyl,56,Kyl
24468,942,az-senate-class-i,6326,general,,Jon Kyl,50,Kyl
24802,942,az-senate-class-i,6326,general,,Jon Kyl,53,Kyl
24803,942,az-senate-class-i,6326,general,,Jon Kyl,48,Kyl
24804,942,az-senate-class-i,6326,general,,Jon Kyl,48,Kyl
24805,942,az-senate-class-i,6326,general,,Jon Kyl,52,Kyl
24806,942,az-senate-class-i,6326,general,,Jon Kyl,52,Kyl
24807,942,az-senate-class-i,6326,general,,Jon Kyl,53,Kyl
24879,942,az-senate-class-i,6326,general,,Jon Kyl,50,Kyl
24900,942,az-senate-class-i,6326,general,,Jon Kyl,45.8,Kyl
24901,942,az-senate-class-i,6326,general,,Jon Kyl,50.2,Kyl
24902,942,az-senate-class-i,6326,general,,Jon Kyl,48.3,Kyl
24903,942,az-senate-class-i,6326,general,,Jon Kyl,50.2,Kyl
24904,942,az-senate-class-i,6326,general,,Jon Kyl,48.4,Kyl
24905,942,az-senate-class-i,6326,general,,Jon Kyl,47,Kyl
24987,942,az-senate-class-i,6326,general,,Jon Kyl,51.8,Kyl
